ciudad_casa,ubicacion,zona,ventaoalquiler,descripespecif,metrajeconstruc,metrajeterreno,precio,unidadterreno,seguridad,piscina/jacuzzi,terraza,baños,parqueo,financiamiento,zon_comercial,areasocial
Guayaquil,Km 7 Via Samborondon,gquil - samborondón,VENTA,Casa,240.0,310.0,270000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Mz 179 V. 10,gquil - sur,VENTA,Casa,16730.0,9120.0,38000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Salinas,Sector Municipio,península & ruta del sol,VENTA,Villa,234.0,500.0,119000.0,m2,0,0.0,0.0,0,1.0,0.0,0.0,0.0
Guayaquil,Portofino,gquil - ceibos & vía a la costa,VENTA,Villa,220.0,550.0,225000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,1.0
Guayaquil,Km1 Via Samborondon,gquil - samborondón,VENTA,Casa Duplex,450.0,430.0,295000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Villa Club,gquil - samborondón,VENTA,Casa,111.0,140.0,75000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Km 1 Via Samborondon,gquil - samborondón,VENTA,Casa,350.0,500.0,278000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Km 1 Via Samborondon,gquil - samborondón,ALQUILER,Casa,350.0,500.0,2000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,A 7 Min De Riocentro,gquil - samborondón,VENTA,Villa,390.0,430.0,390000.0,m2,0,0.0,1.0,0,0.0,0.0,0.0,0.0
Guayaquil,A 5min De Riocentro,gquil - samborondón,VENTA,Villa,466.0,531.0,450000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Isla Mocoly,gquil - samborondón,VENTA,Villa,380.0,708.0,385000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,A 7 Min De Riocentro,gquil - samborondón,VENTA,Casa,219.0,314.0,214000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Ciudad Celeste,gquil - samborondón,VENTA,Villa,200.0,220.0,95000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,La Laguna,gquil - samborondón,VENTA,Villa,196.0,350.0,218000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Km 8,gquil - samborondón,VENTA,Villa,250.0,320.0,186500.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
GUAYAQUIL,Zona Residencial,gquil - norte,VENTA,CASA DUPLEX,333.0,533.0,170000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Km 1.5,gquil - samborondón,VENTA,Casa,390.0,500.0,360000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,A 7 Min De Riocentro,gquil - samborondón,VENTA,Villa,500.0,926.0,360000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,A 4 Min De Riocentro,gquil - samborondón,VENTA,Villa,640.0,960.0,550000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Cuenca,Via San Cristobal. Detras De Iglesia Guachun,otras zonas / sierra & oriente,VENTA,Finca,250.0,5000.0,150000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Cdla. Esteros Mz 58 A1 Villa4,gquil - sur,VENTA,Casa,240.0,72.0,76000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Entre Ríos,gquil - samborondón,VENTA,Casa,380.0,250.0,165000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Portofino,gquil - ceibos & vía a la costa,VENTA,Casa,220.0,324.0,175000.0,m2,1,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Portofino,gquil - ceibos & vía a la costa,VENTA,Casa,220.0,324.0,180000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Km 1 1/2,gquil - samborondón,VENTA,Villa,308.0,495.0,285000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Km12,gquil - samborondón,VENTA,Villa,132.0,187.0,75000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Km 7.5 Vìa A Samborondon,gquil - samborondón,VENTA,Casa,217.0,298.0,211000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Km 4 Via Samborondon,gquil - samborondón,VENTA,Casa,220.0,300.0,240000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Km 6.5 Duran-tambo,gquil - norte,ALQUILER,Bodega,1200.0,1200.0,4800.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Urbanización Santa Clara,gquil - norte,VENTA,Casa,87.0,61.0,20000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Jose Mascote Y Primero De Mayo,gquil - centro,VENTA,Villa,970.0,900.0,450000.0,m2,0,0.0,0.0,0,0.0,0.0,1.0,0.0
Guayaquil,Cerca La Espanola,gquil - norte,VENTA,Villa,110.0,180.0,67000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Colegio Aleman,gquil - norte,VENTA,Villa,300.0,500.0,173000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,1.0
Quito,Urb. Copedac Lote 138,quito - periférico,VENTA,Casa,305.0,597.0,160000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Puerto Azul,gquil - ceibos & vía a la costa,ALQUILER,Casa,240.0,360.0,2000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Puerto Azul,gquil - ceibos & vía a la costa,VENTA,Villa,400.0,964.0,250000.0,m2,0,0.0,1.0,0,0.0,0.0,0.0,0.0
Playas,Km 9 1/2 Via Data,península & ruta del sol,VENTA,Casa,220.0,700.0,85000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Olon,Cabanas De Olon,península & ruta del sol,ALQUILER,Casa,85.0,490.0,700.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Riobamba,Calles: Teofilo Saenz Y Eduardo Kigman Mz ''d'' Casa 6,otras zonas / sierra & oriente,VENTA,Casa,225.0,555.0,200000.0,m2,0,0.0,1.0,0,0.0,0.0,0.0,0.0
Guayaquil,Sta Cecilia Mz14. Cerca Escuela Jefferson,gquil - ceibos & vía a la costa,VENTA,Dpto.,110.0,130.0,72000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Alborada Decima Etapa Ma 211b Villa 7,gquil - norte,ALQUILER,Dpto.,90.0,300.0,700.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Km 4,gquil - samborondón,VENTA,Casa,180.0,250.0,168000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,A 20 Metros De Circunvalacion Sur.,gquil - norte,VENTA,Villa,650.0,2000.0,400000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Cosmos,gquil - samborondón,VENTA,Casa,117.0,152.0,75000.0,m2,1,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Boungaville,gquil - samborondón,VENTA,Casa,185.0,270.0,169000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Km 8,gquil - samborondón,VENTA,Villa,220.0,320.0,170000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Salinas,Calle Ingreso A Puerto Lucía,península & ruta del sol,ALQUILER,Villa,94.0,77.0,350.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Salinas,Vía De Acceso A Puerto Lucía,península & ruta del sol,ALQUILER,Villa,88.0,105.0,350.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Alborada,gquil - norte,ALQUILER,Dpto.,70.0,300.0,500.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
GUAYAQUIL,Urb. Laguna Del Sol,gquil - samborondón,VENTA,VILLA,230.0,453.0,250000.0,m2.,0,0.0,0.0,0,0.0,0.0,0.0,1.0
Guayaquil,Cerca De Plaza Lago,gquil - samborondón,VENTA,Casa,251.0,315.0,214000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,1.0
Guayaquil,Cerca De Plaza Lago,gquil - samborondón,VENTA,Casa,251.0,299.0,211000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,1.0
Guayaquil,Cerca Plaza Lago,gquil - samborondón,VENTA,Villa,232.0,442.0,238000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Cerca Plaza Lago,gquil - samborondón,VENTA,Villa,180.0,328.0,189800.0,m2,1,0.0,0.0,0,0.0,0.0,0.0,0.0
GUAYAQUIL,Estancias Del Rìo,gquil - samborondón,VENTA,CASA,228.0,333.0,195000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
GUAYAQUIL,Estancias Del Rio,gquil - samborondón,VENTA,VILLA,250.0,330.0,160000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Milan,gquil - samborondón,VENTA,Casa,127.0,156.0,85000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
GUAYAQUIL,Sta. Maria Casa Grande,gquil - samborondón,VENTA,VILLA,175.0,232.0,145000.0,m2.,0,0.0,0.0,0,0.0,0.0,0.0,0.0
GUAYAQUIL,Bonanova,gquil - ceibos & vía a la costa,VENTA,CASA,243.0,249.0,158000.0,m2.,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Terranostra,gquil - ceibos & vía a la costa,VENTA,Casa,106.0,180.0,97000.0,m2,1,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Av. Hno. Miguel A 2 Cuadras Del Aeropuerto Y A 2 Del Mall Del Sol,gquil - norte,VENTA,Condominio,740.0,240.0,220000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Entre Lagos,gquil - samborondón,VENTA,Casa,400.0,478.0,405000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Salinas,Malecón,península & ruta del sol,VENTA,Casa,260.0,375.0,320000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Km 8,gquil - samborondón,VENTA,Villa,228.0,333.0,195000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Vista Al Rio,gquil - samborondón,VENTA,Casa,300.0,500.0,295000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Km 3 1/2,gquil - samborondón,VENTA,Casa,190.0,250.0,165000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Km 1 1/2,gquil - samborondón,VENTA,Villa,230.0,240.0,225000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Manta,Av Las Acasias Y Call Los Olivos,otras zonas / costa & galap.,VENTA,Casa,160.0,420.0,118000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Alborada Etapa 13,gquil - norte,VENTA,Casa,95.0,190.0,62000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Junto A Ciudad Colon - Frente A Bosque Del Salado.,gquil - norte,ALQUILER,Oficina,80.0,80.0,1100.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Cerca Riocentro,gquil - samborondón,VENTA,Villa,321.0,300.0,215000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Mz 17a Villa 16,gquil - sur,ALQUILER,Dpto.,265.0,300.0,380.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Condominio Esquinero,gquil - sur,ALQUILER,Dpto.,100.0,100.0,360.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
GUAYAQUIL,A 3 Min Riocentro Ceibos,gquil - ceibos & vía a la costa,VENTA,OFICINA,750.0,1615.0,840000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Matices,gquil - samborondón,VENTA,Villa,134.0,186.0,75000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,La Puntilla,gquil - samborondón,ALQUILER,Casa Duplex,250.0,400.0,1500.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Km 5,gquil - samborondón,VENTA,Casa Duplex,153.0,170.0,140000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Las Camaras,gquil - norte,VENTA,Oficina,500.0,800.0,650000.0,m2,0,0.0,0.0,0,0.0,0.0,1.0,0.0
Guayaquil,Km 31/2 Via Samborondon,gquil - samborondón,VENTA,Casa,169.0,200.0,168000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,1.0
Guayaquil,Riberas De Batan,gquil - samborondón,VENTA,Villa,350.0,750.0,380000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Km 9,gquil - samborondón,VENTA,Villa,251.0,378.0,205000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Frente A Village,gquil - samborondón,VENTA,Villa,250.0,510.0,275000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Calle 5ta. No. 100 Y Malecon Del Salado (esq.),gquil - norte,VENTA,Villa,500.0,530.0,310000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Villa Club,gquil - samborondón,VENTA,Villa,118.0,157.0,77000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,8 Va Etapa,gquil - norte,VENTA,Villa,240.0,160.0,55000.0,m2,0,0.0,0.0,0,1.0,0.0,0.0,0.0
GUAYAQUIL,Bellohorizonte,gquil - ceibos & vía a la costa,ALQUILER,CASA,220.0,240.0,850.0,m2.,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Km. 12.5 Via Samborondon Mz5 Vill-37-38-39-40,gquil - samborondón,VENTA,Villa,14140.0,13125.0,81000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Km 11 1/2 Belohorizonte,gquil - ceibos & vía a la costa,VENTA,Casa,140.0,180.0,95000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Luque Y Escobedo,gquil - centro,VENTA,Edificio,1049.0,649.0,780000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
GUAYAQUIL,Olympus,gquil - ceibos & vía a la costa,VENTA,VILLA,402.0,725.0,390000.0,m2,0,0.0,1.0,0,0.0,0.0,0.0,0.0
GUAYAQUIL,Cerca Riocentro,gquil - samborondón,VENTA,VILLA,210.0,202.0,160000.0,m2.,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Km 1,gquil - samborondón,ALQUILER,Villa,495.0,430.0,2500.0,m2,0,0.0,0.0,1,0.0,0.0,0.0,0.0
Guayaquil,A Pocos Min Riocentro,gquil - samborondón,VENTA,Casa,148.0,185.0,155000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Circunvalacion Norte,gquil - norte,VENTA,Casa,340.0,800.0,170000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Ruta del Sol,Frente Al Mar,península & ruta del sol,VENTA,Villa,400.0,1000.0,250000.0,m2,0,0.0,1.0,0,0.0,0.0,0.0,1.0
Manta,Monterrey,otras zonas / costa & galap.,VENTA,Casa,240.0,600.0,110000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Km 4,gquil - samborondón,VENTA,Casa,650.0,1200.0,650000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Km 3 1/2,gquil - samborondón,VENTA,Villa,440.0,580.0,350000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Km 6,gquil - samborondón,VENTA,Casa,450.0,650.0,550000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Km 2,gquil - samborondón,VENTA,Casa,650.0,1850.0,650000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Plaza Real Km 1 1/2,gquil - samborondón,VENTA,Villa,240.0,240.0,225000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Km 3 1/2,gquil - samborondón,VENTA,Villa,198.0,270.0,165000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Tennis Club,gquil - samborondón,VENTA,Villa,230.0,488.0,250000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Km 5,gquil - samborondón,VENTA,Casa Duplex,153.0,170.0,140000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Km 7,gquil - samborondón,VENTA,Villa,400.0,1000.0,380000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Km 1 1/2,gquil - samborondón,VENTA,Casa,240.0,240.0,220000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Km 7,gquil - samborondón,VENTA,Villa,220.0,300.0,211000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Km 1,gquil - samborondón,VENTA,Villa,350.0,500.0,375000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Km 1,gquil - samborondón,VENTA,Villa,700.0,1000.0,650000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
SALINAS,A 10 Minutos De Salinas,península & ruta del sol,ALQUILER,VILLA,150.0,400.0,1600.0,m2.,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Cdla. Santa Cecilia,gquil - ceibos & vía a la costa,VENTA,Casa Duplex,260.0,220.0,155000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Y Cap. Zaera A 1 Cuadra De Centro Civico Y Cerca De La Clinica Alcivar,gquil - centro,VENTA,Edificio,990.0,460.0,215000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Km 4,gquil - samborondón,ALQUILER,Casa,300.0,600.0,2000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Laguna Dorada,gquil - samborondón,ALQUILER,Villa,300.0,500.0,2500.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Km 5,gquil - samborondón,ALQUILER,Villa,300.0,480.0,2500.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,A 15 Min De Riocentro,gquil - samborondón,VENTA,Casa,141.0,131.0,81000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Circunvalcion Sur Y Ebanos,gquil - norte,VENTA,Villa,400.0,400.0,300000.0,m2,0,0.0,0.0,0,0.0,0.0,1.0,0.0
GUAYAQUIL,Santa Cecilia,gquil - ceibos & vía a la costa,VENTA,CASA,300.0,600.0,160000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Km 7,gquil - samborondón,VENTA,Casa,213.0,328.0,208000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Km 7,gquil - samborondón,VENTA,Casa,179.0,328.0,189800.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Entrelagos,gquil - samborondón,VENTA,Villa,450.0,650.0,565000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Km 1,gquil - samborondón,VENTA,Casa,650.0,2000.0,600000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Km 7,gquil - samborondón,VENTA,Villa,366.0,482.0,315000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Km 2,gquil - samborondón,VENTA,Villa,1000.0,2000.0,1200000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Km 7,gquil - samborondón,VENTA,Villa,366.0,482.0,315000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Samborondon,gquil - samborondón,VENTA,Villa,380.0,750.0,550000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
GUAYAQUIL,Santa Cecilia,gquil - ceibos & vía a la costa,VENTA,CASA,425.0,570.0,270000.0,m2.,0,0.0,0.0,0,0.0,0.0,0.0,1.0
GUAYAQUIL,Km 24 Vía A Daule,gquil - norte,VENTA,CASA,200.0,800.0,98000.0,m2.,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Salinas,A 4 Cuadras Del Mar,península & ruta del sol,VENTA,Villa,230.0,500.0,119000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Km 11.5 Via Samborondon,gquil - samborondón,ALQUILER,Casa,110.0,130.0,380.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Km13 Via A La Costa,gquil - ceibos & vía a la costa,ALQUILER,Casa,180.0,317.0,1300.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Urb. Terranostra (km 13.5),gquil - ceibos & vía a la costa,VENTA,Villa,129.0,180.0,94950.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Km 3.5,gquil - samborondón,VENTA,Casa,450.0,540.0,380000.0,m2,0,0.0,1.0,0,0.0,0.0,0.0,0.0
Guayaquil,Alta Gracia,gquil - norte,ALQUILER,Casa,150.0,120.0,400.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Terra Sol,gquil - samborondón,ALQUILER,Villa,490.0,576.0,3000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
MANTA,Avenida 2 Entre Calle 11 Y 12,otras zonas / costa & galap.,VENTA,SUITE,174.0,0.0,102000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
GUAYAQUIL,KM 4,gquil - samborondón,VENTA,CASA,365.0,521.0,380000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
GUAYAQUIL,Km 2.8,gquil - samborondón,VENTA,DPTO,118.0,0.0,125000.0,m2.,0,0.0,0.0,0,0.0,0.0,0.0,0.0
SALINAS,Malecon Central,península & ruta del sol,VENTA,DPTO,178.0,0.0,125000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
GUAYAQUIL,Sector Mc Donald Ceibos,gquil - ceibos & vía a la costa,VENTA,VILLA,300.0,350.0,135000.0,m2,0,0.0,1.0,0,0.0,0.0,0.0,0.0
GUAYAQUIL,Canchas Tenis,gquil - norte,ALQUILER,DPTO,163.0,0.0,600.0,m2.,0,0.0,0.0,0,0.0,0.0,0.0,0.0
GUAYAQUIL,Samborondon,gquil - samborondón,VENTA,VILLA,320.0,600.0,340000.0,m2.,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Km 9.5 La Estela,gquil - samborondón,VENTA,Casa,177.0,180.0,103000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,A Una Cuadra De La Vía Terminal Pascuales,gquil - norte,VENTA,Casa,350.0,200.0,130000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
GUAYAQUIL,KM 3,gquil - samborondón,VENTA,CASA,350.0,500.0,370000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
GUAYAQUIL,KM 7,gquil - samborondón,ALQUILER,CASA,480.0,700.0,3000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Salinas,Mz A1 Villa 12,península & ruta del sol,VENTA,Casa,81.0,108.0,35000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Urb. La Joya,gquil - samborondón,ALQUILER,Casa,104.0,136.0,430.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
GUAYAQUIL,Samborondon,gquil - samborondón,VENTA,CASA,190.0,250.0,128000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
GUAYAQUIL,Urdesa Central,gquil - norte,VENTA,CASA,284.0,448.0,120000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
GUAYAQUIL,Puerto Azul,gquil - ceibos & vía a la costa,ALQUILER,CASA,468.0,568.0,1700.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
SALINAS,Atrás del Súpermaxi,península & ruta del sol,ALQUILER,VILLA,60.0,80.0,250.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
GUAYAQUIL,Urdesa Central,gquil - norte,VENTA,CASA,217.0,480.0,270000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Alcedo 906 Entre J.antepara Y Garcia Moreno,gquil - centro,VENTA,Edificio,931.0,200.0,180000.0,m2,0,0.0,1.0,0,0.0,0.0,1.0,0.0
GUAYAQUIL,Samborondon,gquil - norte,ALQUILER,CASA,190.0,300.0,1200.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Valencia Mz 2251 Villa13,gquil - norte,VENTA,Villa,92.0,72.0,45000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Belohorizonte,gquil - ceibos & vía a la costa,VENTA,Villa,178.0,400.0,158000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Calle 8va # 112 Entre Av. 1era Y Principal,gquil - ceibos & vía a la costa,ALQUILER,Villa,620.0,800.0,2500.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
GUAYAQUIL,KM 5,gquil - samborondón,VENTA,CASA,365.0,500.0,465000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
SALINAS,Sector Puerto Lucía,península & ruta del sol,ALQUILER,VILLA,200.0,450.0,1000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Km 14 Via Samborondon,gquil - samborondón,VENTA,Dpto.,107.0,107.0,79000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayas,Km.58 Via Duran Triunfo,otras zonas / costa & galap.,VENTA,Casa,500.0,4000.0,450000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Ciudad Celeste ''la Serena'',gquil - samborondón,VENTA,Casa,245.0,250.0,170000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Ciudad Celeste La Ria Mz 1 Villa 2,gquil - samborondón,ALQUILER,Casa,122.0,183.0,550.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Calle 3ra.,gquil - samborondón,VENTA,Dpto.,85.0,97.0,88000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Mz. 104 Villa 19,gquil - norte,VENTA,Casa,110.0,120.0,65000.0,m2,0,0.0,1.0,0,0.0,0.0,0.0,0.0
Quito,La Kennedy,quito - norte,VENTA,Dpto.,57.0,57.0,32000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Guayaquil,Km 3 1/2 Urb Porto Acqua. Por Entrada Parq Magno,gquil - samborondón,ALQUILER,Dpto.,106.0,106.0,950.0,m2,1,0.0,0.0,0,0.0,0.0,0.0,0.0
Libertad,Cautivo,península & ruta del sol,VENTA,Villa,420.0,400.0,320000.0,m2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
